TABLE NO.  4: MCMC Bayesian Analysis (No Prior): Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION
 ITERATION    THETA1       THETA2       THETA3       THETA4       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
         5715  1.69109E+00  1.57775E+00  7.53626E-01  2.43313E+00  7.62090E-02  1.82341E-01 -1.38474E-02  1.34171E-01  2.26373E-02  1.98198E-02  5.97196E-02  2.32024E-02 -1.58906E-02 -6.05766E-02  7.44996E-02   -3340.0753054311090
         5716  1.68236E+00  1.61686E+00  7.69266E-01  2.41620E+00  7.37715E-02  2.29126E-01 -7.17515E-03  1.12527E-01  4.12663E-02  2.01118E-02  7.16361E-02  1.52036E-02 -1.60943E-02 -6.91236E-02  8.21092E-02   -3327.7402828000463
         5717  1.60444E+00  1.54852E+00  7.92646E-01  2.36195E+00  7.92858E-02  1.55595E-01  7.12982E-03  1.08798E-01  4.11448E-02  4.33821E-03  6.54364E-02 -3.68749E-03  5.62928E-03 -6.31639E-02  7.16652E-02   -3333.1520887507618
         5718  1.65951E+00  1.55709E+00  7.79404E-01  2.39309E+00  7.05238E-02  2.09961E-01  7.35691E-03  1.12232E-01  3.37177E-02  9.11637E-03  7.46029E-02  1.99029E-02  5.22861E-04 -7.52367E-02  9.15084E-02   -3327.2596401314540
         5719  1.61122E+00  1.60622E+00  7.97604E-01  2.36320E+00  7.24443E-02  1.66561E-01  2.21576E-02  1.00333E-01  3.12962E-02  1.27585E-02  6.97095E-02  1.17502E-02 -5.36647E-04 -7.00614E-02  8.32667E-02   -3329.0250756235264
         5720  1.58681E+00  1.54873E+00  7.91842E-01  2.35841E+00  7.52176E-02  1.56401E-01  1.54097E-02  1.11312E-01  3.45810E-02  2.85349E-02  8.90511E-02  4.64699E-03 -1.97787E-02 -9.00221E-02  1.02588E-01   -3301.8984319162951
         5721  1.53413E+00  1.54277E+00  8.27616E-01  2.30325E+00  7.34596E-02  1.96943E-01  1.71476E-03  1.23841E-01  5.16426E-02  1.90901E-02  8.62120E-02 -4.87233E-03 -1.18149E-02 -8.28235E-02  9.23382E-02   -3291.8007065203128
         5722  1.60166E+00  1.56976E+00  7.49422E-01  2.41267E+00  7.36158E-02  1.82046E-01 -1.76665E-02  1.20579E-01  4.31949E-02  5.25879E-03  7.03707E-02 -9.28259E-04 -1.89605E-03 -6.81651E-02  7.74420E-02   -3308.1140133207023
         5723  1.60375E+00  1.58086E+00  8.20600E-01  2.33256E+00  7.88080E-02  1.79634E-01 -1.81591E-02  1.18493E-01  2.80169E-02  1.00143E-02  6.12572E-02  1.57748E-02 -7.49876E-03 -6.14653E-02  7.38656E-02   -3295.6326544111989
         5724  1.66618E+00  1.55170E+00  8.08905E-01  2.36115E+00  7.76681E-02  2.23413E-01  3.37199E-02  1.48231E-01  4.29550E-02  3.11342E-02  7.03548E-02  1.42824E-02 -1.50315E-02 -6.61238E-02  7.80756E-02   -3302.8889349426136
         5725  1.57154E+00  1.49479E+00  7.90617E-01  2.35186E+00  8.18115E-02  2.09684E-01  5.73021E-03  1.22481E-01  6.23853E-02  2.71173E-02  9.54321E-02 -1.36852E-02 -2.00572E-02 -8.97916E-02  9.71431E-02   -3319.7956358028887
         5726  1.56317E+00  1.56893E+00  7.58075E-01  2.39257E+00  7.49572E-02  2.10122E-01 -2.40392E-02  1.34906E-01  5.12373E-02  1.36182E-02  8.99539E-02 -3.27304E-03 -1.15629E-02 -8.75866E-02  9.80652E-02   -3316.5602608997187
         5727  1.66114E+00  1.57395E+00  7.37273E-01  2.44312E+00  6.80242E-02  1.81259E-01 -7.42118E-03  1.33952E-01  4.19972E-02  3.37216E-03  6.98787E-02  6.05291E-04  4.46503E-03 -6.79647E-02  7.79110E-02   -3366.9231451498740
         5728  1.64685E+00  1.57008E+00  7.81955E-01  2.38790E+00  7.14454E-02  1.69347E-01 -2.73377E-03  1.18505E-01  2.64142E-02  1.71936E-02  7.27280E-02  1.53604E-02 -1.13177E-02 -7.43307E-02  8.78571E-02   -3375.6811343409381
         5729  1.61787E+00  1.57817E+00  7.50959E-01  2.41591E+00  6.90840E-02  1.78399E-01  9.06769E-03  1.16171E-01  2.46743E-02  2.08378E-02  7.46835E-02  2.06027E-02 -1.25230E-02 -7.66440E-02  9.16675E-02   -3392.4104207002965
         5730  1.56950E+00  1.60418E+00  7.65554E-01  2.38822E+00  7.40460E-02  2.15357E-01  3.85523E-02  1.92642E-01  6.00841E-02  3.49278E-02  1.02517E-01 -7.36871E-03 -1.49543E-02 -9.76290E-02  1.07760E-01   -3412.5411981675506
         5731  1.60478E+00  1.61193E+00  7.75381E-01  2.38708E+00  6.78278E-02  1.69925E-01 -9.25064E-03  1.43514E-01  2.20083E-02  2.73285E-02  6.78090E-02  2.01369E-02 -2.28849E-02 -6.90041E-02  8.20686E-02   -3142.6906993586363
         5732  1.56213E+00  1.57552E+00  7.42155E-01  2.41161E+00  7.64531E-02  1.82932E-01 -1.32897E-02  1.28234E-01  3.84230E-02  2.06949E-02  6.46729E-02  4.31001E-03 -1.71243E-02 -6.13986E-02  6.93953E-02   -3177.7454528915341
         5733  1.48848E+00  1.54924E+00  7.42043E-01  2.39038E+00  7.13834E-02  1.70281E-01 -1.93324E-02  1.32820E-01  1.11437E-02  2.26842E-02  6.35837E-02  3.14903E-02 -2.06729E-02 -6.73356E-02  8.31776E-02   -3201.2546874981781
         5734  1.60564E+00  1.58765E+00  7.89752E-01  2.37105E+00  7.31171E-02  1.59843E-01 -5.27511E-03  1.35699E-01  5.29104E-02  1.12839E-02  7.79655E-02 -1.79933E-02 -3.59741E-03 -7.35333E-02  7.83945E-02   -3201.6976872425098
         5735  1.58452E+00  1.52381E+00  7.52408E-01  2.40347E+00  7.33479E-02  1.89874E-01 -1.40988E-02  1.87437E-01  5.60056E-02  2.32412E-02  9.45267E-02 -1.41827E-02 -1.58713E-02 -9.05157E-02  9.76377E-02   -3176.8597131789047
         5736  1.60695E+00  1.50643E+00  7.62646E-01  2.39663E+00  7.23193E-02  1.99442E-01 -2.34823E-02  1.00869E-01  3.81296E-02 -4.63618E-03  6.23439E-02  7.74602E-03  6.87214E-03 -6.11009E-02  7.20518E-02   -3176.5673931362553
         5737  1.62966E+00  1.51816E+00  7.71537E-01  2.39383E+00  7.17406E-02  1.68020E-01 -5.95862E-03  1.20943E-01  4.59315E-02  9.30419E-03  6.55914E-02 -8.29081E-03 -2.64835E-03 -6.16772E-02  6.77100E-02   -3201.7152376439221
         5738  1.59059E+00  1.54898E+00  7.38854E-01  2.42295E+00  7.28254E-02  1.84011E-01 -1.34835E-03  1.46130E-01  3.74320E-02  9.96053E-03  5.40292E-02  5.68510E-03 -2.79201E-04 -5.06510E-02  5.88857E-02   -3225.5446797248715
         5739  1.64021E+00  1.57837E+00  8.10964E-01  2.35683E+00  6.84559E-02  2.02243E-01 -1.84151E-02  1.50482E-01  5.17562E-02  1.05649E-02  6.74477E-02 -6.47694E-03 -5.21501E-03 -6.18692E-02  6.79700E-02   -3254.2415698800055
         5740  1.65437E+00  1.55115E+00  7.92438E-01  2.37939E+00  6.37013E-02  1.82511E-01 -1.94521E-02  1.21703E-01  2.86751E-02 -1.04116E-04  5.58980E-02  1.45104E-02  4.35456E-03 -5.55986E-02  6.70609E-02   -3271.5649426520076
         5741  1.57843E+00  1.50044E+00  7.33258E-01  2.42283E+00  7.08343E-02  1.85650E-01  1.28596E-02  1.10741E-01  5.56412E-02 -7.04964E-03  9.52144E-02 -1.24627E-02  2.01764E-02 -9.34874E-02  1.04095E-01   -3246.4759738631037
         5742  1.60425E+00  1.61948E+00  7.82741E-01  2.38362E+00  7.32674E-02  1.69370E-01 -3.52634E-04  9.45635E-02  5.05039E-02  7.60890E-03  6.56517E-02 -1.17310E-02 -1.20489E-03 -6.01572E-02  6.48655E-02   -3251.9815090810289
         5743  1.57579E+00  1.56422E+00  7.55535E-01  2.40289E+00  6.73673E-02  1.89115E-01 -1.02802E-02  1.05172E-01  3.93212E-02  1.74075E-03  7.49090E-02  5.19044E-03  3.68566E-03 -7.39505E-02  8.51734E-02   -3256.8630446900106
         5744  1.60038E+00  1.65737E+00  7.36728E-01  2.43936E+00  6.59865E-02  2.07926E-01  7.76026E-03  1.57204E-01  6.27878E-02 -1.30070E-03  8.46025E-02 -1.48538E-02  1.59395E-02 -7.90441E-02  8.67290E-02   -3248.0368837211358
         5745  1.60453E+00  1.61265E+00  7.97146E-01  2.36888E+00  6.85020E-02  2.65908E-01 -1.05403E-02  1.63623E-01  5.25504E-02  2.70913E-02  8.50410E-02  1.03319E-02 -2.06367E-02 -8.01474E-02  9.18241E-02   -3255.8920136346060
         5746  1.61081E+00  1.65881E+00  8.12840E-01  2.35723E+00  6.82441E-02  1.88821E-01  4.82139E-03  1.49780E-01  4.32215E-02  6.80133E-03  7.03152E-02  1.61796E-03  5.16632E-03 -6.74067E-02  7.69393E-02   -3284.2648180040496
         5747  1.63918E+00  1.58027E+00  7.59251E-01  2.41935E+00  6.83697E-02  1.63212E-01 -1.86334E-02  1.32186E-01  2.64066E-02  6.35363E-03  6.93858E-02  1.20789E-02 -2.09665E-03 -7.08873E-02  8.31274E-02   -3314.6379221204229
         5748  1.67914E+00  1.55257E+00  7.89583E-01  2.39349E+00  7.17401E-02  2.18245E-01 -2.93999E-02  1.46838E-01  4.16738E-02 -7.12985E-03  8.14674E-02  8.42907E-03  1.14501E-02 -8.14566E-02  9.50231E-02   -3319.1191804250939
         5749  1.60998E+00  1.51524E+00  7.68774E-01  2.39585E+00  6.34575E-02  1.42025E-01  5.67419E-04  1.29800E-01  4.59548E-02  8.09328E-03  8.35114E-02 -1.40870E-02  9.63461E-04 -8.13836E-02  8.81461E-02   -3310.0980497945793
         5750  1.64720E+00  1.63429E+00  8.10881E-01  2.36752E+00  6.57723E-02  1.86447E-01 -2.71562E-02  1.43899E-01  4.71226E-02 -3.05028E-03  7.91487E-02 -5.83000E-03  7.35012E-03 -7.69929E-02  8.58435E-02   -3278.4030849955025
         5751  1.66336E+00  1.59931E+00  8.02396E-01  2.37891E+00  6.98352E-02  2.60237E-01  2.14233E-02  1.81391E-01  7.35774E-02  3.57332E-02  1.00034E-01 -1.25001E-02 -2.05897E-02 -9.06006E-02  9.72971E-02   -3269.8634555994672
         5752  1.62250E+00  1.63134E+00  8.15373E-01  2.35592E+00  6.73697E-02  1.67547E-01  3.67641E-02  1.63272E-01  5.01497E-02  2.04850E-02  7.56986E-02 -9.44110E-03 -1.15088E-03 -7.07185E-02  7.73599E-02   -3242.0509291307567
         5753  1.63831E+00  1.53131E+00  8.29245E-01  2.33735E+00  6.34012E-02  1.62307E-01  8.30090E-03  1.34303E-01  4.22938E-02  1.36660E-02  9.23482E-02 -3.83916E-03 -3.18622E-03 -9.19506E-02  1.02557E-01   -3239.9746992842911
         5754  1.64969E+00  1.57806E+00  8.14986E-01  2.36028E+00  6.44247E-02  1.83753E-01 -1.96519E-02  1.19916E-01  4.11485E-02 -9.51380E-03  8.34560E-02  1.00551E-03  1.46874E-02 -8.39200E-02  9.60809E-02   -3262.1809228966731
         5755  1.56175E+00  1.54003E+00  7.62015E-01  2.39262E+00  6.70417E-02  1.69109E-01  1.16887E-04  1.57138E-01  3.98369E-02  1.69528E-02  9.59138E-02 -5.01450E-04 -7.20085E-03 -9.64907E-02  1.08235E-01   -3253.5763719455726
         5756  1.64994E+00  1.56717E+00  8.12683E-01  2.35938E+00  6.36069E-02  1.84501E-01 -7.35985E-03  1.36467E-01  3.35169E-02  2.40602E-02  9.62934E-02  1.03898E-02 -1.90312E-02 -9.78632E-02  1.11601E-01   -3246.5732735569391
         5757  1.67285E+00  1.61377E+00  8.39944E-01  2.33726E+00  6.62413E-02  1.72320E-01 -9.70062E-03  1.17159E-01  3.62513E-02  1.54045E-02  7.94102E-02  4.09396E-03 -1.12502E-02 -7.86650E-02  8.88292E-02   -3247.5779112339005
         5758  1.61689E+00  1.60322E+00  7.65279E-01  2.40669E+00  6.61644E-02  1.66273E-01  1.55701E-02  1.61600E-01  3.99410E-02  3.38190E-02  8.68630E-02  1.03174E-05 -2.26387E-02 -8.50721E-02  9.44221E-02   -3218.8096500420970
         5759  1.61004E+00  1.60669E+00  7.68198E-01  2.40218E+00  7.54233E-02  2.12025E-01 -1.87665E-02  1.36694E-01  5.28774E-02  7.06627E-03  8.11319E-02 -4.92299E-03 -3.22185E-03 -7.70246E-02  8.53552E-02   -3276.2600921304402
         5760  1.67584E+00  1.61705E+00  7.64519E-01  2.42377E+00  7.05122E-02  1.83294E-01 -1.81750E-02  1.08031E-01  3.40678E-02  1.01616E-02  7.11307E-02  8.50271E-03 -8.68020E-03 -7.05012E-02  8.10933E-02   -3267.5203406304017
         5761  1.67565E+00  1.50880E+00  7.86578E-01  2.39140E+00  7.29129E-02  1.50980E-01 -2.99828E-03  1.17200E-01  4.33614E-02  9.49121E-03  8.04766E-02 -9.54766E-03 -3.48498E-03 -7.87216E-02  8.60170E-02   -3247.4211270792848
         5762  1.64053E+00  1.61320E+00  8.09162E-01  2.36399E+00  7.75008E-02  1.57281E-01  4.45378E-03  1.44869E-01  3.67171E-02  2.43920E-02  6.84923E-02 -2.26895E-04 -1.68141E-02 -6.60192E-02  7.32175E-02   -3220.6949463736773
         5763  1.62685E+00  1.54651E+00  7.79706E-01  2.38941E+00  7.65820E-02  1.59430E-01 -3.67280E-03  1.58197E-01  3.00825E-02  2.42299E-02  7.75716E-02  7.33916E-03 -1.80240E-02 -7.80556E-02  8.87523E-02   -3244.9379642697913
         5764  1.61478E+00  1.59445E+00  7.77228E-01  2.39210E+00  7.78046E-02  1.75441E-01  1.25818E-03  1.34711E-01  3.19592E-02  3.48494E-02  9.25115E-02  9.70490E-03 -3.01750E-02 -9.36230E-02  1.06021E-01   -3254.6708662608708
         5765  1.63533E+00  1.56964E+00  7.58463E-01  2.41633E+00  7.02602E-02  1.50360E-01 -1.88016E-02  1.21083E-01  1.34336E-02  2.13485E-02  8.32998E-02  2.28862E-02 -2.10540E-02 -8.88843E-02  1.04677E-01   -3244.7508657100229
         5766  1.60068E+00  1.51508E+00  7.50029E-01  2.41342E+00  8.16404E-02  1.77792E-01  5.19089E-03  1.75164E-01  2.59796E-02  1.68689E-02  6.40044E-02  1.73680E-02 -6.19420E-03 -6.43111E-02  7.66603E-02   -3263.9512782262977
         5767  1.63261E+00  1.59715E+00  7.99811E-01  2.37085E+00  7.14698E-02  1.82701E-01 -1.15296E-02  1.38859E-01  5.50204E-03  1.95163E-02  7.31614E-02  4.07903E-02 -1.60810E-02 -7.96861E-02  9.93539E-02   -3282.1403205292436
         5768  1.62098E+00  1.57678E+00  7.68168E-01  2.40229E+00  8.04399E-02  2.13211E-01  2.35206E-03  1.54959E-01  5.27951E-02  1.89605E-02  7.85217E-02 -3.38506E-03 -1.06196E-02 -7.32674E-02  8.08514E-02   -3315.1340495751920
         5769  1.68201E+00  1.56332E+00  7.91995E-01  2.39152E+00  7.06716E-02  1.94151E-01  1.95636E-02  1.59285E-01  5.95674E-02  1.40091E-02  9.09569E-02 -1.49716E-02 -4.49737E-05 -8.58679E-02  9.27392E-02   -3324.3410470667222
         5770  1.66724E+00  1.53770E+00  8.15528E-01  2.36010E+00  7.16965E-02  1.55282E-01 -2.06328E-03  1.58083E-01  4.07536E-02  2.52706E-02  9.00301E-02 -5.61461E-03 -1.86025E-02 -8.91199E-02  9.76843E-02   -3313.4118138740459
         5771  1.64880E+00  1.56805E+00  8.00836E-01  2.37362E+00  6.89172E-02  1.55786E-01  1.67403E-02  1.21598E-01  3.54597E-02  1.39036E-02  7.59808E-02  1.93178E-03 -3.39849E-03 -7.54632E-02  8.53652E-02   -3332.7558373578513
         5772  1.67378E+00  1.62198E+00  8.17827E-01  2.36430E+00  7.32519E-02  2.07258E-01 -1.75996E-02  1.33414E-01  3.80997E-02  2.61587E-03  6.76679E-02  1.02221E-02  1.10301E-03 -6.61854E-02  7.74318E-02   -3332.4293453548635
         5773  1.65291E+00  1.55380E+00  7.63002E-01  2.41675E+00  7.23289E-02  1.69477E-01  2.60212E-02  1.80149E-01  4.61387E-02  5.17851E-03  1.03337E-01 -5.93331E-03  1.26236E-02 -1.04075E-01  1.16595E-01   -3344.3795923437797
         5774  1.66321E+00  1.60011E+00  7.72190E-01  2.41217E+00  7.20259E-02  1.43895E-01  2.59697E-03  1.77654E-01  4.15310E-02 -9.07846E-03  8.91402E-02 -8.85261E-03  2.24821E-02 -9.01178E-02  1.00673E-01   -3345.8761938998268
         5775  1.58230E+00  1.62733E+00  7.60204E-01  2.40550E+00  7.23956E-02  2.63757E-01 -2.40022E-02  1.18769E-01  4.30597E-02 -1.56162E-02  8.08464E-02  1.91929E-02  1.90891E-02 -8.08054E-02  9.73430E-02   -3367.1083480099524
         5776  1.61054E+00  1.54799E+00  6.95903E-01  2.48002E+00  7.88322E-02  2.02102E-01  8.55418E-03  1.50901E-01  6.15964E-02  1.23947E-02  9.79222E-02 -1.57452E-02 -1.84295E-03 -9.33826E-02  1.01013E-01   -3364.4549196316975
         5777  1.65342E+00  1.52951E+00  7.45343E-01  2.43415E+00  7.59824E-02  1.56491E-01 -1.56950E-02  1.39669E-01  6.05403E-02 -1.33814E-03  1.14186E-01 -2.80437E-02  6.59797E-03 -1.12882E-01  1.20327E-01   -3382.3008730781994
         5778  1.60731E+00  1.58176E+00  7.37121E-01  2.43469E+00  7.11468E-02  1.89935E-01 -1.22060E-02  1.42465E-01  5.86298E-02  5.13258E-04  9.12461E-02 -1.68441E-02  5.54629E-03 -8.74554E-02  9.46028E-02   -3387.4692674192133
         5779  1.59050E+00  1.64215E+00  7.67837E-01  2.39985E+00  7.57269E-02  1.61110E-01 -5.40980E-02  1.95005E-01  6.21599E-02 -4.04158E-02  9.03190E-02 -3.11762E-02  4.42973E-02 -8.82477E-02  9.43657E-02   -3357.1585511496278
         5780  1.68015E+00  1.54564E+00  7.27315E-01  2.46309E+00  7.20610E-02  1.76220E-01 -2.52414E-02  1.70792E-01  5.78909E-02 -1.11766E-02  9.68663E-02 -2.04343E-02  1.73129E-02 -9.48214E-02  1.02833E-01   -3400.0288210278691
         5781  1.63241E+00  1.66066E+00  7.99521E-01  2.37649E+00  7.90067E-02  1.91516E-01 -1.65752E-02  1.38183E-01  6.53078E-02 -9.19900E-03  9.27387E-02 -2.42335E-02  1.52906E-02 -8.80924E-02  9.41169E-02   -3406.4396720196955
         5782  1.60708E+00  1.64776E+00  7.06664E-01  2.47369E+00  7.09918E-02  1.92786E-01  6.45510E-03  1.53485E-01  5.53573E-02 -1.73008E-02  8.11098E-02 -1.12248E-02  3.16325E-02 -7.81419E-02  8.74003E-02   -3438.5820548558881
         5783  1.62151E+00  1.60246E+00  7.59794E-01  2.41451E+00  7.79421E-02  1.71803E-01 -6.34245E-02  2.22147E-01  3.71854E-02 -6.00810E-03  8.58842E-02 -9.34572E-04  5.10604E-03 -8.75322E-02  9.88988E-02   -3432.2586925740106
         5784  1.72015E+00  1.57659E+00  7.83264E-01  2.41247E+00  6.98190E-02  1.71763E-01  9.40855E-03  1.62604E-01  5.27150E-02 -8.92999E-05  7.20690E-02 -1.35294E-02  1.36778E-02 -6.73705E-02  7.33459E-02   -3206.2363285212546
         5785  1.71206E+00  1.62635E+00  7.97026E-01  2.39858E+00  7.34650E-02  1.80576E-01  5.95806E-03  1.39127E-01  3.24218E-02  7.07743E-03  9.39902E-02  1.06711E-02  3.28317E-03 -9.70003E-02  1.12299E-01   -3219.3889464422773
         5786  1.63187E+00  1.65416E+00  8.15749E-01  2.35898E+00  7.31421E-02  2.20821E-01  1.82810E-02  1.48913E-01  3.88813E-02 -1.02233E-02  8.45161E-02  1.50961E-02  2.68844E-02 -8.58655E-02  1.02674E-01   -3237.8075169230069
         5787  1.65373E+00  1.51708E+00  7.97714E-01  2.37531E+00  7.17154E-02  1.72729E-01 -2.63376E-03  1.29762E-01  4.50072E-02 -1.93708E-03  1.07301E-01 -6.15889E-03  1.09148E-02 -1.09573E-01  1.22889E-01   -3198.3919749542192
         5788  1.67325E+00  1.62745E+00  7.43598E-01  2.44886E+00  7.64909E-02  1.44383E-01 -1.30541E-02  1.28447E-01  3.84288E-02  5.94012E-04  8.50433E-02 -6.83574E-03  5.23493E-03 -8.60972E-02  9.59398E-02   -3243.9349989304656
         5789  1.62193E+00  1.69546E+00  7.52569E-01  2.43058E+00  7.04411E-02  2.41067E-01 -1.76530E-03  1.50040E-01  4.58715E-02 -9.31369E-03  7.67924E-02  1.07626E-02  2.12282E-02 -7.56026E-02  8.99024E-02   -3225.2055400686086
         5790  1.63188E+00  1.61935E+00  8.00778E-01  2.37315E+00  7.07716E-02  2.00971E-01  1.52615E-03  1.00173E-01  6.55971E-02 -1.71711E-02  8.23129E-02 -2.18387E-02  2.73841E-02 -7.71361E-02  8.34166E-02   -3220.6772437473142
         5791  1.56816E+00  1.65731E+00  7.61194E-01  2.40435E+00  7.63349E-02  1.78760E-01 -3.24992E-02  1.27619E-01  5.60135E-02 -2.14510E-02  1.02019E-01 -1.96130E-02  2.56484E-02 -1.02028E-01  1.11727E-01   -3206.2167528194095
         5792  1.65127E+00  1.62726E+00  7.51082E-01  2.43532E+00  7.17882E-02  1.94798E-01  4.91981E-03  1.26138E-01  5.15475E-02 -2.60314E-02  9.68522E-02 -7.01169E-03  4.03365E-02 -9.78531E-02  1.11708E-01   -3211.9328669753040
         5793  1.62857E+00  1.61969E+00  8.04403E-01  2.36817E+00  7.60908E-02  1.98930E-01 -4.36868E-03  1.19887E-01  4.27080E-02 -2.37121E-02  8.54912E-02  3.26242E-03  3.46739E-02 -8.71736E-02  1.01889E-01   -3198.1485998143244
         5794  1.60169E+00  1.53582E+00  7.88740E-01  2.37212E+00  7.35596E-02  2.14134E-01  8.38827E-03  1.50861E-01  3.48839E-02 -1.51308E-02  7.05625E-02  1.67303E-02  3.04740E-02 -7.14992E-02  8.70572E-02   -3180.6915519079316
         5795  1.67165E+00  1.60273E+00  7.99811E-01  2.38207E+00  7.53152E-02  1.44399E-01  2.49850E-03  1.39231E-01  2.47047E-02 -2.55705E-02  9.93095E-02  9.41783E-03  3.97921E-02 -1.07257E-01  1.26020E-01   -3154.7825635675158
         5796  1.60768E+00  1.60650E+00  7.99588E-01  2.36552E+00  8.25499E-02  2.18867E-01  5.02425E-02  1.14050E-01  8.75427E-02  2.58494E-02  9.70061E-02 -3.88910E-02 -7.65552E-03 -8.48035E-02  8.48751E-02   -3107.0436902383958
         5797  1.59476E+00  1.57689E+00  7.60065E-01  2.40449E+00  9.32599E-02  2.17033E-01  1.15842E-02  1.20427E-01  6.59531E-02 -1.00508E-02  9.15632E-02 -1.83504E-02  2.34116E-02 -8.74477E-02  9.59701E-02   -3102.4486879059673
         5798  1.66615E+00  1.55902E+00  7.77409E-01  2.40167E+00  8.36599E-02  2.21601E-01  9.10440E-03  1.09058E-01  6.62328E-02 -1.30037E-02  7.98624E-02 -1.79452E-02  2.54417E-02 -7.44840E-02  8.16538E-02   -3129.7283034777133
         5799  1.61224E+00  1.60056E+00  7.70359E-01  2.39964E+00  7.81747E-02  2.01866E-01 -1.97274E-02  9.63570E-02  6.98845E-02 -2.83088E-02  1.14110E-01 -2.96676E-02  3.46504E-02 -1.13718E-01  1.23968E-01   -3112.1139887757950
         5800  1.65500E+00  1.58981E+00  7.66897E-01  2.41358E+00  7.86771E-02  1.57117E-01 -2.16187E-03  1.03001E-01  4.73766E-02 -1.13944E-02  1.00276E-01 -1.41770E-02  1.98868E-02 -1.02154E-01  1.13289E-01   -3119.4776524103027
         5801  1.58314E+00  1.67592E+00  7.09769E-01  2.46742E+00  7.88687E-02  2.01534E-01 -9.30281E-03  1.28096E-01  6.81155E-02 -1.30050E-02  1.02572E-01 -2.67473E-02  2.17868E-02 -9.92689E-02  1.06625E-01   -3113.0207959821823
         5802  1.64473E+00  1.60739E+00  7.91628E-01  2.38624E+00  7.62068E-02  1.77006E-01 -3.90393E-03  1.13583E-01  6.27813E-02 -1.92911E-02  9.63937E-02 -2.59883E-02  2.92427E-02 -9.40143E-02  1.01478E-01   -3105.0546841529795
         5803  1.68745E+00  1.61327E+00  7.96614E-01  2.39195E+00  7.87428E-02  1.40052E-01  4.87358E-03  1.18051E-01  3.96347E-02  4.99399E-03  7.50365E-02 -8.69232E-03  4.48529E-03 -7.37951E-02  8.09853E-02   -3135.0562551402923
         5804  1.63160E+00  1.62434E+00  7.69279E-01  2.40921E+00  7.51017E-02  1.76179E-01 -3.88809E-02  1.23939E-01  4.43609E-02 -1.64680E-02  8.35019E-02 -7.76390E-03  1.74247E-02 -8.35703E-02  9.30591E-02   -3141.9958262918299
         5805  1.63666E+00  1.65172E+00  8.10235E-01  2.36780E+00  7.09971E-02  1.94447E-01 -2.16344E-02  1.14946E-01  5.12412E-02 -1.25445E-02  7.52122E-02 -9.31746E-03  1.65549E-02 -7.24027E-02  8.03075E-02   -3174.6502133094132
         5806  1.69325E+00  1.62228E+00  7.71420E-01  2.42437E+00  6.84093E-02  1.30634E-01 -4.38975E-03  1.13012E-01  3.55108E-02  7.54094E-03  9.68570E-02 -6.66211E-03 -2.31322E-03 -9.96001E-02  1.10507E-01   -3141.9355732839640
         5807  1.68782E+00  1.65956E+00  7.91041E-01  2.40259E+00  8.09660E-02  2.21121E-01 -4.44372E-02  1.58312E-01  2.94328E-02 -5.63348E-03  9.02364E-02  2.09659E-02  5.06604E-03 -9.45799E-02  1.12484E-01   -3085.5709457931507
         5808  1.76391E+00  1.65381E+00  7.75322E-01  2.43897E+00  8.17745E-02  2.13813E-01 -3.83577E-02  1.29669E-01  2.20692E-02 -2.37919E-02  8.99543E-02  2.78693E-02  2.53839E-02 -9.75634E-02  1.19229E-01   -3130.8583349321398
         5809  1.57332E+00  1.63862E+00  7.21282E-01  2.44847E+00  6.93987E-02  1.77471E-01  5.94619E-03  1.19144E-01  3.36762E-02 -2.43403E-02  7.38437E-02  8.18148E-03  3.68735E-02 -7.68011E-02  9.18866E-02   -3123.4469523500866
         5810  1.68182E+00  1.62217E+00  7.99679E-01  2.38645E+00  7.02151E-02  2.03227E-01  1.42885E-02  1.46313E-01  2.44198E-02 -1.64459E-02  9.97537E-02  2.61027E-02  3.18103E-02 -1.08723E-01  1.33198E-01   -3131.4496202014966
         5811  1.73248E+00  1.64089E+00  7.53167E-01  2.45436E+00  6.73741E-02  2.59697E-01 -2.37520E-02  1.36765E-01  3.73509E-02 -3.21557E-02  1.27203E-01  2.34095E-02  3.94963E-02 -1.38560E-01  1.67999E-01   -3152.6089921618004
         5812  1.72976E+00  1.61485E+00  7.58877E-01  2.44432E+00  6.43106E-02  1.55962E-01 -3.57738E-03  1.29013E-01  5.01092E-02 -1.67255E-02  9.55503E-02 -1.70731E-02  2.65726E-02 -9.76107E-02  1.09245E-01   -3185.9683180407196
         5813  1.63389E+00  1.62749E+00  8.01097E-01  2.37164E+00  8.00667E-02  2.19317E-01  1.47242E-03  1.47377E-01  8.81462E-02  2.56502E-03  1.32470E-01 -4.31236E-02  7.42208E-03 -1.28623E-01  1.36817E-01   -3194.1335510006998
         5814  1.63725E+00  1.57264E+00  8.33013E-01  2.33170E+00  7.66747E-02  2.13588E-01  1.94808E-02  1.50563E-01  3.68449E-02 -4.81719E-03  9.45253E-02  1.58568E-02  2.06763E-02 -9.91937E-02  1.19687E-01   -3179.9922819845551
