TABLE NO.  4: MCMC Bayesian Analysis (No Prior): Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION
 ITERATION    THETA1       THETA2       THETA3       THETA4       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
          125  1.62194E+00  1.61488E+00  8.07111E-01  2.44219E+00  8.12427E-02  1.81575E-01 -7.93924E-03  1.39674E-01  4.32824E-02 -8.45082E-03  5.02061E-02 -3.42597E-02  2.47463E-02 -5.62101E-02  1.56648E-01   -2429.8090417029325
          126  1.72670E+00  1.64424E+00  8.24977E-01  2.40813E+00  8.05744E-02  1.96225E-01  1.13622E-02  1.02015E-01  3.09442E-02  1.26537E-02  4.67021E-02  2.30158E-02 -1.01123E-02 -4.29533E-02  1.50773E-01   -2422.1022725404109
          127  1.70850E+00  1.63197E+00  8.04190E-01  2.46068E+00  8.30255E-02  1.92889E-01  8.03755E-03  1.15185E-01  2.51476E-02  1.97849E-02  4.64985E-02  1.09942E-02 -2.33784E-02 -5.27433E-02  1.31320E-01   -2454.0690122048186
          128  1.73728E+00  1.71959E+00  8.75441E-01  2.29134E+00  7.51045E-02  1.97559E-01  4.18453E-02  1.09182E-01  3.29832E-02  1.39601E-02  3.68143E-02  1.19014E-02 -3.49251E-03 -3.55470E-02  1.27922E-01   -2475.1878551322111
          129  1.65258E+00  1.66130E+00  7.88530E-01  2.40219E+00  7.62970E-02  2.46485E-01  3.55218E-02  9.39665E-02  4.89384E-02  1.56225E-02  3.68665E-02  7.26708E-03 -5.70619E-03 -3.85204E-02  1.33192E-01   -2430.4422303716551
          130  1.73574E+00  1.64739E+00  8.51602E-01  2.30036E+00  8.28779E-02  2.44683E-01  2.18753E-03  9.15401E-02  4.67738E-02 -1.25221E-02  4.30844E-02 -9.70046E-03  7.82616E-03 -3.86403E-02  9.73634E-02   -2407.6384574182753
          131  1.70516E+00  1.69925E+00  8.12387E-01  2.42864E+00  8.54767E-02  2.01069E-01  1.87341E-02  1.05251E-01  3.68552E-02  4.20365E-03  3.83302E-02  2.68878E-03 -1.75537E-02 -3.66139E-02  1.03806E-01   -2400.2486342126258
          132  1.55501E+00  1.65553E+00  8.42794E-01  2.34012E+00  7.80451E-02  1.71759E-01  2.45803E-02  1.45191E-01  3.15112E-02  3.21890E-03  4.41249E-02 -4.13218E-03 -5.51420E-03 -4.76846E-02  1.43186E-01   -2440.7506033594291
          133  1.60026E+00  1.63538E+00  8.19370E-01  2.43516E+00  7.16221E-02  2.07477E-01  6.80664E-03  1.28500E-01  3.82238E-02 -1.52730E-02  4.06403E-02  8.22272E-03  1.57911E-02 -4.81998E-02  1.39516E-01   -2436.1836943401013
          134  1.61809E+00  1.71493E+00  8.43055E-01  2.38018E+00  7.54944E-02  1.69197E-01 -9.46440E-03  2.13610E-01  3.34353E-02 -1.24100E-02  3.85927E-02  4.39489E-03 -2.82300E-03 -4.64654E-02  1.49277E-01   -2462.5853496434197
          135  1.68730E+00  1.71070E+00  8.11184E-01  2.45757E+00  6.82036E-02  1.92566E-01  2.73316E-02  1.73058E-01  3.05295E-02 -3.75572E-03  3.26630E-02  3.14137E-02  5.02728E-04 -3.16138E-02  1.32597E-01   -2471.4848038960154
          136  1.67231E+00  1.59934E+00  8.24622E-01  2.42343E+00  6.24743E-02  1.59275E-01  7.58382E-03  1.54632E-01  1.56145E-02 -4.79629E-03  2.78527E-02  2.38568E-02  3.04728E-02 -3.24723E-02  1.22972E-01   -2497.3500948921587
          137  1.68780E+00  1.55308E+00  8.28106E-01  2.41845E+00  6.82473E-02  2.33802E-01 -5.24662E-03  2.11598E-01  4.74501E-02  4.36054E-03  4.28474E-02 -2.74570E-02 -6.72317E-03 -5.93989E-02  1.55657E-01   -2451.1659429516999
          138  1.68963E+00  1.53583E+00  8.67202E-01  2.31713E+00  6.75809E-02  1.92454E-01  4.25098E-02  2.17632E-01  3.97111E-02  1.16135E-02  3.63362E-02 -2.29657E-02  8.19363E-03 -5.21909E-02  1.75780E-01   -2407.0757746237805
          139  1.67184E+00  1.60664E+00  8.35360E-01  2.41666E+00  7.73502E-02  1.59321E-01  1.02188E-02  1.48875E-01  1.70174E-02  5.86027E-03  3.33065E-02  2.34909E-02  2.07230E-03 -3.99467E-02  1.30989E-01   -2422.3082436811901
          140  1.69165E+00  1.64801E+00  8.42285E-01  2.47297E+00  7.91367E-02  1.39007E-01 -1.06386E-02  1.26642E-01  2.38218E-02  7.00202E-03  4.90541E-02 -1.68946E-02 -3.89399E-03 -6.86323E-02  1.72658E-01   -2448.1044603873070
          141  1.64624E+00  1.61845E+00  8.33086E-01  2.47673E+00  6.76312E-02  2.08035E-01  3.05720E-02  1.43506E-01  2.91472E-02  4.22363E-03  4.01789E-02 -2.82502E-03  1.00542E-02 -6.31422E-02  1.75967E-01   -2449.3811924231263
          142  1.70140E+00  1.68563E+00  8.17606E-01  2.49323E+00  8.41414E-02  1.80758E-01 -2.38416E-02  1.47890E-01  4.12227E-02 -1.67008E-02  4.47485E-02 -2.42803E-02  3.10178E-02 -5.40084E-02  1.24528E-01   -2444.7433926361609
          143  1.66253E+00  1.58154E+00  8.09681E-01  2.49875E+00  8.56669E-02  1.99544E-01 -1.40374E-02  1.45139E-01  3.30210E-02 -8.70332E-03  4.49440E-02 -1.10048E-03 -7.29583E-03 -5.15685E-02  1.18015E-01   -2397.3576609931033
          144  1.61333E+00  1.62434E+00  8.17490E-01  2.37287E+00  8.25429E-02  1.97157E-01 -3.62302E-02  1.92468E-01  4.49861E-02 -1.79894E-02  4.45317E-02 -1.03850E-02  5.89982E-03 -6.15527E-02  1.50671E-01   -2413.5278066805886
          145  1.68677E+00  1.64213E+00  8.32274E-01  2.39815E+00  8.71078E-02  1.75886E-01  9.37537E-04  1.32339E-01  5.21931E-02 -9.23887E-03  4.89917E-02 -4.91990E-02  1.80238E-02 -6.74566E-02  1.46897E-01   -2415.8556363086172
          146  1.72581E+00  1.63131E+00  8.76338E-01  2.31900E+00  7.97206E-02  1.98053E-01  2.04374E-03  1.98329E-01  3.72347E-02  2.67056E-03  4.43864E-02  2.27494E-02  6.56727E-04 -5.12512E-02  1.42477E-01   -2470.5390637086321
          147  1.60903E+00  1.54276E+00  8.15471E-01  2.38600E+00  7.21438E-02  1.78739E-01  5.58946E-03  1.46609E-01  3.99479E-02  4.52520E-03  4.50020E-02 -2.97246E-03  1.20370E-02 -4.00666E-02  9.29874E-02   -2435.9498604799128
          148  1.72219E+00  1.62563E+00  8.94038E-01  2.34655E+00  7.03154E-02  2.50844E-01 -4.09549E-02  1.80691E-01  2.94337E-02 -1.35862E-02  4.26442E-02  2.49082E-02 -4.95105E-03 -4.18810E-02  1.11970E-01   -2409.7371717485848
          149  1.58771E+00  1.65751E+00  8.15822E-01  2.41899E+00  7.86460E-02  2.32111E-01 -2.43317E-02  1.58589E-01  4.74003E-02 -5.50235E-03  5.21396E-02 -7.25906E-03 -5.37706E-03 -5.81940E-02  1.42604E-01   -2380.7052455986350
          150  1.63761E+00  1.69066E+00  8.17559E-01  2.40511E+00  8.14696E-02  2.95980E-01 -5.98633E-03  1.46466E-01  3.46112E-02 -5.57318E-03  4.37847E-02  3.46817E-02  1.92813E-02 -4.22755E-02  1.03452E-01   -2440.8883933015504
          151  1.62185E+00  1.64438E+00  8.05858E-01  2.37556E+00  8.10046E-02  2.52772E-01 -1.19352E-02  1.38261E-01  6.48752E-02 -1.44548E-02  5.05802E-02 -1.77897E-02  1.48970E-02 -4.45696E-02  1.10835E-01   -2423.7338215948275
          152  1.65823E+00  1.62305E+00  8.16281E-01  2.41606E+00  7.76497E-02  2.02370E-01 -1.51185E-02  1.46490E-01  5.75840E-02 -5.76560E-03  4.25442E-02  6.22014E-04  2.24110E-02 -3.26417E-02  1.05545E-01   -2424.9659011981917
          153  1.61535E+00  1.54107E+00  7.85978E-01  2.43291E+00  8.14411E-02  2.13853E-01 -2.68317E-03  1.34298E-01  4.17749E-02 -6.43630E-04  5.67444E-02  1.65878E-02  9.68138E-03 -6.10030E-02  1.31934E-01   -2477.7059982247233
          154  1.55737E+00  1.58146E+00  7.83770E-01  2.40665E+00  7.20054E-02  1.96981E-01 -5.34613E-03  1.45554E-01  4.71419E-02 -1.74320E-02  5.23249E-02  7.53070E-03  2.03793E-02 -5.40329E-02  1.26284E-01   -2437.4858984789817
          155  1.60829E+00  1.47537E+00  7.88397E-01  2.35104E+00  7.36502E-02  1.51810E-01  4.23831E-03  1.30063E-01  3.53826E-02  1.67303E-03  4.04366E-02  9.50794E-03 -4.55165E-04 -3.95418E-02  1.14485E-01   -2456.8005152701639
          156  1.63127E+00  1.49123E+00  8.30079E-01  2.35056E+00  8.38421E-02  1.82861E-01  1.46254E-02  1.42171E-01  4.25005E-02  4.83009E-03  4.23599E-02  1.32428E-02 -3.41949E-04 -3.35284E-02  8.65494E-02   -2463.7144443335792
          157  1.64753E+00  1.57672E+00  8.51953E-01  2.33494E+00  6.66506E-02  1.62185E-01  2.41410E-02  1.31206E-01  3.03480E-02  9.40103E-03  3.60821E-02  1.98727E-02  1.98366E-02 -2.93287E-02  9.19716E-02   -2461.9060464585832
          158  1.63345E+00  1.48923E+00  8.33772E-01  2.36931E+00  7.41833E-02  1.76317E-01  1.65559E-02  1.46740E-01  5.46269E-02  1.45235E-02  4.57699E-02 -2.05813E-02  6.38840E-04 -4.78205E-02  1.20725E-01   -2452.2184280347019
          159  1.61845E+00  1.47901E+00  8.64830E-01  2.32154E+00  7.67787E-02  1.68980E-01 -1.14443E-02  1.47332E-01  5.02576E-02  5.59692E-03  4.68060E-02 -3.64230E-02  3.45182E-02 -4.47763E-02  9.71745E-02   -2462.6005012535693
          160  1.69884E+00  1.55674E+00  8.63117E-01  2.40223E+00  7.41808E-02  1.41897E-01 -7.56320E-03  1.37468E-01  1.87241E-02  1.87718E-03  3.01163E-02  3.72750E-02  2.88260E-02 -3.28107E-02  1.21142E-01   -2485.3403061622316
          161  1.64051E+00  1.45211E+00  8.63101E-01  2.38697E+00  9.07088E-02  1.78411E-01 -1.40655E-02  1.23171E-01  2.76454E-02 -1.13999E-02  3.92544E-02  2.29202E-02  3.56449E-02 -3.90592E-02  1.01835E-01   -2449.1900290943877
          162  1.62721E+00  1.53837E+00  8.30781E-01  2.39672E+00  7.68100E-02  1.86250E-01  2.20826E-02  1.70298E-01  3.03881E-02  1.42642E-03  3.42577E-02  2.91717E-02  5.43841E-02 -3.54633E-02  1.14561E-01   -2437.1317798688256
          163  1.71456E+00  1.55547E+00  8.49399E-01  2.42635E+00  8.12097E-02  2.12939E-01 -3.06643E-02  1.62701E-01  5.34531E-02 -1.37091E-02  4.24830E-02 -1.27066E-02  3.14625E-02 -5.29212E-02  1.34549E-01   -2492.6683311375600
          164  1.75017E+00  1.52621E+00  8.64123E-01  2.42402E+00  6.98437E-02  1.74438E-01 -4.01846E-02  1.70901E-01  2.34108E-02 -1.69501E-02  3.04927E-02  3.86326E-02  3.43770E-02 -4.02459E-02  1.28999E-01   -2495.7697696326436
          165  1.65940E+00  1.52102E+00  8.46924E-01  2.47228E+00  7.72791E-02  1.87378E-01 -2.52415E-02  1.72616E-01  3.84130E-02 -2.95418E-03  4.19679E-02  1.09997E-02  9.36734E-03 -5.07096E-02  1.29017E-01   -2470.7308802752991
          166  1.67983E+00  1.52928E+00  8.45573E-01  2.46697E+00  7.87980E-02  1.45072E-01 -7.16450E-03  1.46530E-01  2.77272E-02 -4.42363E-03  4.15328E-02  1.06578E-02 -6.21441E-04 -5.42667E-02  1.31739E-01   -2441.6184155666006
          167  1.63288E+00  1.47167E+00  8.43356E-01  2.44880E+00  8.19617E-02  1.70798E-01 -2.74549E-02  2.18875E-01  2.45673E-02 -1.10303E-02  4.07291E-02  1.24020E-02  3.32129E-02 -5.24754E-02  1.25193E-01   -2422.4436344239712
          168  1.68433E+00  1.50359E+00  8.84440E-01  2.37747E+00  8.38487E-02  1.92702E-01 -3.85453E-02  1.63666E-01  4.80194E-02 -2.05624E-02  4.74233E-02 -2.37383E-02  5.16855E-02 -5.97962E-02  1.53320E-01   -2447.7797082070097
          169  1.70825E+00  1.57376E+00  8.72717E-01  2.40759E+00  7.75560E-02  2.12134E-01 -4.22725E-02  1.54164E-01  4.40661E-02 -1.19348E-02  3.87409E-02  8.95618E-03  2.16814E-02 -4.33906E-02  1.23659E-01   -2440.4092135010869
          170  1.65872E+00  1.58823E+00  8.64334E-01  2.44410E+00  7.90799E-02  2.04351E-01  1.33981E-02  1.79514E-01  4.02235E-02 -4.68561E-03  3.87531E-02 -5.89903E-03  4.66648E-02 -5.29349E-02  1.43530E-01   -2410.9869213399243
          171  1.64563E+00  1.62740E+00  8.74207E-01  2.37880E+00  7.80484E-02  1.50910E-01 -1.61633E-02  1.52471E-01  4.24507E-02  1.38588E-02  5.15081E-02 -3.14157E-02  2.82336E-03 -5.89451E-02  1.23439E-01   -2410.5329387841393
          172  1.50843E+00  1.70139E+00  8.37407E-01  2.44226E+00  7.90386E-02  2.10646E-01 -6.57931E-02  2.37510E-01  4.03704E-02 -6.72412E-03  4.73210E-02 -1.18737E-02  1.58220E-02 -5.75921E-02  1.40988E-01   -2373.8699315625822
          173  1.61847E+00  1.62600E+00  8.67300E-01  2.40841E+00  7.97097E-02  1.70599E-01 -4.28019E-02  1.74793E-01  2.38452E-02  1.00271E-03  3.88507E-02  2.04536E-03  3.36956E-02 -4.16624E-02  1.09059E-01   -2401.8863352102690
          174  1.62701E+00  1.60950E+00  8.74062E-01  2.36601E+00  6.66574E-02  1.74145E-01 -4.18580E-02  1.68220E-01  3.66035E-02 -1.23686E-02  4.78436E-02  8.98373E-04  2.56896E-02 -5.04872E-02  1.27531E-01   -2496.6746904190395
          175  1.66834E+00  1.49987E+00  8.61940E-01  2.35289E+00  6.44717E-02  1.51979E-01 -4.86863E-02  1.51604E-01  2.81786E-02 -1.43335E-02  4.15293E-02  3.18002E-04  1.98152E-02 -4.11801E-02  1.33234E-01   -2452.8082902068791
          176  1.64552E+00  1.56817E+00  8.17830E-01  2.40434E+00  7.53481E-02  1.57320E-01 -3.68338E-02  1.67660E-01  3.33848E-02 -1.70664E-02  3.84576E-02  2.13183E-02  1.49691E-02 -2.40947E-02  1.01342E-01   -2422.2401835932587
          177  1.63668E+00  1.56119E+00  8.60734E-01  2.40984E+00  8.47317E-02  1.87605E-01 -2.04862E-02  1.27630E-01  2.90392E-02  4.62160E-03  3.67855E-02 -6.49809E-03  1.39368E-02 -3.34610E-02  1.04374E-01   -2396.6466893220504
          178  1.68501E+00  1.47454E+00  8.22348E-01  2.41120E+00  7.61502E-02  1.81209E-01 -5.67920E-02  2.04663E-01  2.73870E-02 -1.47765E-02  3.76118E-02 -2.01087E-02  3.91308E-02 -4.50414E-02  1.18295E-01   -2426.1329251079305
          179  1.71447E+00  1.52423E+00  8.48746E-01  2.39999E+00  7.21126E-02  2.23314E-01 -3.94058E-02  1.42210E-01  3.42322E-02 -3.52739E-03  5.58117E-02  2.75103E-02  1.07966E-02 -4.96117E-02  1.15220E-01   -2464.6317774536351
          180  1.63242E+00  1.54543E+00  8.44809E-01  2.33155E+00  7.45829E-02  1.54333E-01 -4.89907E-02  1.75578E-01  1.42472E-02 -1.94226E-02  4.49636E-02 -8.25074E-03  3.04105E-02 -5.45791E-02  1.23661E-01   -2458.7883032833097
          181  1.61293E+00  1.60525E+00  8.84174E-01  2.36877E+00  6.75142E-02  1.67480E-01 -5.52709E-03  1.35413E-01  1.48872E-02 -1.43106E-02  4.07665E-02  1.33811E-02  1.27882E-02 -4.08859E-02  1.21091E-01   -2384.9024300122587
          182  1.67377E+00  1.59563E+00  8.22584E-01  2.45971E+00  8.69733E-02  2.05309E-01 -1.23090E-02  1.07410E-01  2.23761E-02 -1.89127E-02  4.51453E-02  5.24664E-03  1.56259E-02 -5.19047E-02  1.30106E-01   -2435.6437369326723
          183  1.69092E+00  1.58786E+00  8.32181E-01  2.37483E+00  8.18973E-02  1.62699E-01 -2.14597E-02  1.50976E-01  2.43390E-02 -2.82200E-02  5.49378E-02  1.89958E-03  5.30812E-02 -5.59686E-02  1.38382E-01   -2408.5868723450180
          184  1.69636E+00  1.55448E+00  8.53754E-01  2.36666E+00  7.38047E-02  2.14969E-01 -1.38198E-02  1.07058E-01  2.60669E-02 -9.16208E-03  5.05306E-02  2.20700E-03  1.15925E-02 -4.03604E-02  8.10726E-02   -2475.7421190677342
          185  1.65669E+00  1.57555E+00  8.34612E-01  2.40927E+00  7.37497E-02  1.46727E-01 -3.79043E-02  1.27966E-01  2.66380E-02 -2.91639E-02  5.25817E-02 -1.28331E-02  3.62360E-02 -5.70076E-02  1.06661E-01   -2474.7771213614642
          186  1.68433E+00  1.51652E+00  8.98808E-01  2.35579E+00  7.11743E-02  1.72038E-01 -3.52723E-02  1.03170E-01  2.12368E-02 -1.81006E-02  5.63584E-02 -1.12512E-02  1.89850E-02 -6.97110E-02  1.24118E-01   -2494.4362986280726
          187  1.59789E+00  1.53683E+00  7.84449E-01  2.48233E+00  8.58838E-02  1.64143E-01 -3.45158E-02  1.08599E-01  1.51706E-02 -2.80111E-02  5.20208E-02  6.71538E-03  2.87314E-02 -6.47781E-02  1.27152E-01   -2492.8261454638687
          188  1.67755E+00  1.48504E+00  8.02611E-01  2.45275E+00  8.06033E-02  2.06994E-01 -3.16278E-02  1.25424E-01  2.22762E-02 -4.31422E-02  4.80901E-02 -1.41475E-02  4.31902E-02 -5.46080E-02  9.35997E-02   -2486.9178553174811
          189  1.62664E+00  1.52520E+00  8.24221E-01  2.43083E+00  7.64685E-02  1.81094E-01  4.85761E-04  1.12387E-01 -2.97407E-03 -4.24320E-02  5.45689E-02  1.94032E-02  4.10725E-02 -6.34625E-02  1.13917E-01   -2471.0287639824123
          190  1.59290E+00  1.49792E+00  8.19545E-01  2.45336E+00  8.15310E-02  1.71291E-01 -9.34659E-03  1.25101E-01  1.81360E-02 -5.00204E-02  5.42888E-02 -8.75696E-03  3.13540E-02 -5.68456E-02  1.16218E-01   -2477.3365333369597
          191  1.62991E+00  1.60862E+00  8.11730E-01  2.45041E+00  8.41388E-02  1.74370E-01 -2.04750E-02  9.21081E-02 -9.52498E-04 -2.73871E-02  5.05807E-02  1.00723E-02  1.18371E-02 -5.96660E-02  1.20782E-01   -2470.8226466748483
          192  1.62995E+00  1.56058E+00  8.68077E-01  2.39859E+00  8.35635E-02  1.41102E-01 -3.77110E-02  1.05141E-01  1.70148E-02 -3.92081E-02  5.86980E-02 -1.60862E-02  3.07151E-02 -6.94693E-02  1.26561E-01   -2469.2162628928199
          193  1.60677E+00  1.54316E+00  8.26973E-01  2.43037E+00  8.88965E-02  2.04489E-01 -1.32058E-02  1.06158E-01  1.16381E-02 -3.22650E-02  4.99230E-02 -2.64137E-02  2.16397E-02 -5.71142E-02  1.10853E-01   -2470.5264207180062
          194  1.64201E+00  1.54817E+00  8.59070E-01  2.38602E+00  7.62967E-02  2.12269E-01 -8.58807E-03  9.97326E-02  1.65654E-02 -3.63900E-02  4.61282E-02 -3.09776E-02  3.94731E-02 -5.68569E-02  1.20534E-01   -2477.8489664612734
          195  1.67504E+00  1.54189E+00  8.45705E-01  2.42600E+00  7.40354E-02  1.97691E-01 -4.57375E-02  1.27289E-01  2.95175E-02 -5.15894E-02  6.78916E-02 -5.40623E-02  7.49158E-02 -9.72881E-02  1.85956E-01   -2456.4505475354886
          196  1.71129E+00  1.52037E+00  8.54773E-01  2.39481E+00  7.78042E-02  1.78365E-01 -4.58659E-02  1.14781E-01  1.17374E-02 -2.99447E-02  3.82895E-02 -2.02617E-02  3.83234E-02 -5.37571E-02  1.21394E-01   -2435.9912263551064
          197  1.68460E+00  1.55699E+00  7.94430E-01  2.50218E+00  8.34248E-02  2.11344E-01 -4.01068E-02  9.95604E-02  1.24316E-02 -4.73334E-02  6.25375E-02 -2.52301E-02  5.58399E-02 -6.80622E-02  1.22298E-01   -2482.3592238803976
          198  1.52721E+00  1.63569E+00  7.87306E-01  2.45564E+00  7.93474E-02  1.54208E-01 -2.96979E-02  1.20225E-01  1.47289E-02 -3.33607E-02  5.25985E-02 -1.79787E-02  3.97858E-02 -6.33756E-02  1.08332E-01   -2490.7115829049244
          199  1.62553E+00  1.55682E+00  7.95010E-01  2.43662E+00  7.41771E-02  1.79145E-01 -3.04815E-02  1.31487E-01  2.08190E-02 -3.99838E-02  5.00649E-02 -1.82944E-02  5.41929E-02 -5.73681E-02  1.05728E-01   -2457.1414802280478
          200  1.67030E+00  1.54900E+00  8.63181E-01  2.44988E+00  8.10106E-02  2.24373E-01 -1.71518E-02  1.12254E-01  4.60222E-02 -4.26860E-02  5.94699E-02 -7.65117E-02  3.98753E-02 -8.02467E-02  1.55123E-01   -2428.5645480250041
          201  1.69381E+00  1.45554E+00  8.63731E-01  2.42719E+00  8.06959E-02  1.43328E-01 -2.74443E-02  9.64944E-02  1.78294E-02 -2.32657E-02  3.40783E-02 -2.77632E-02  2.33084E-02 -4.66044E-02  1.06085E-01   -2491.7713165545506
          202  1.64439E+00  1.55199E+00  8.51724E-01  2.45155E+00  7.71800E-02  1.62911E-01 -3.12445E-02  1.05413E-01  2.62635E-02 -2.74863E-02  3.79394E-02 -3.91292E-02  3.52111E-02 -4.18635E-02  8.00482E-02   -2469.7662363156960
          203  1.75735E+00  1.47631E+00  8.73485E-01  2.40566E+00  8.57082E-02  1.78013E-01 -2.15039E-02  1.01100E-01  1.16341E-02 -3.22124E-02  3.79673E-02  1.21717E-02  5.67390E-02 -5.15867E-02  1.23675E-01   -2449.0934597379573
          204  1.64631E+00  1.55044E+00  8.13953E-01  2.49856E+00  8.06104E-02  1.70775E-01 -3.74915E-02  1.10269E-01  1.46609E-02 -4.24190E-02  5.39601E-02 -9.77492E-03  6.25750E-02 -7.08426E-02  1.34432E-01   -2499.6190961764951
          205  1.65108E+00  1.53327E+00  8.23067E-01  2.47666E+00  8.46030E-02  1.58346E-01 -2.93383E-02  1.03485E-01  1.99953E-02 -3.57595E-02  4.49704E-02 -2.23952E-02  3.68381E-02 -5.06261E-02  8.71340E-02   -2495.3480892097796
          206  1.65858E+00  1.55140E+00  8.00622E-01  2.46829E+00  7.89727E-02  1.53122E-01 -1.72524E-02  1.14311E-01  1.42463E-02 -3.71901E-02  4.95454E-02 -1.53420E-02  4.03087E-02 -5.66056E-02  9.68364E-02   -2520.2141719110537
          207  1.62806E+00  1.52222E+00  8.23747E-01  2.43233E+00  7.82907E-02  1.40129E-01 -2.22736E-02  1.06355E-01  1.16895E-02 -2.38575E-02  4.18471E-02 -1.37192E-02  3.35961E-02 -4.98608E-02  9.61487E-02   -2491.0304945844341
          208  1.60217E+00  1.50652E+00  8.36562E-01  2.43588E+00  9.00367E-02  1.64409E-01  8.64863E-03  9.43952E-02  1.64399E-02 -2.29016E-02  5.13018E-02 -1.84342E-02  3.48170E-02 -5.76619E-02  9.86371E-02   -2492.5946664211306
          209  1.62551E+00  1.50740E+00  8.44087E-01  2.36994E+00  8.24561E-02  2.25781E-01 -4.14969E-02  9.78312E-02  3.84389E-02 -2.93571E-02  5.73554E-02 -5.40694E-02  5.37716E-02 -7.88900E-02  1.42963E-01   -2479.5328063388547
          210  1.61130E+00  1.49328E+00  8.65475E-01  2.36147E+00  7.57369E-02  1.93036E-01 -5.98192E-03  7.98521E-02  1.05650E-02 -2.40625E-02  4.31583E-02 -1.46796E-02  2.76074E-02 -5.59483E-02  1.08036E-01   -2493.8112396692309
          211  1.59576E+00  1.57120E+00  8.11831E-01  2.45321E+00  7.71057E-02  1.76000E-01 -3.38435E-02  1.27426E-01  9.21498E-03 -3.91927E-02  4.17107E-02 -1.72983E-02  4.64886E-02 -5.15461E-02  9.56606E-02   -2541.3145489103026
          212  1.63290E+00  1.47582E+00  8.34487E-01  2.42214E+00  7.73581E-02  1.30657E-01 -3.89388E-02  1.31300E-01  3.69573E-03 -3.51788E-02  4.99337E-02  7.83238E-03  2.24254E-02 -6.16821E-02  1.10723E-01   -2532.5873241064346
          213  1.60672E+00  1.49811E+00  7.96584E-01  2.49052E+00  6.83783E-02  1.75763E-01 -5.82233E-02  1.37009E-01 -2.57924E-03 -3.31051E-02  3.81446E-02  3.21045E-02  1.12223E-02 -4.67652E-02  1.05207E-01   -2485.9471231124398
          214  1.63622E+00  1.47422E+00  8.26116E-01  2.44039E+00  8.21578E-02  1.59221E-01 -4.27749E-02  1.14098E-01  8.30405E-03 -4.29905E-02  4.56736E-02 -1.33048E-03  3.92864E-02 -5.08709E-02  9.87923E-02   -2472.9920485712701
          215  1.65808E+00  1.52812E+00  8.35447E-01  2.40790E+00  9.29481E-02  1.81258E-01 -3.07179E-02  1.26752E-01  2.49465E-02 -5.50455E-02  5.47007E-02 -1.81446E-02  4.22506E-02 -5.93997E-02  1.05856E-01   -2467.9933855176910
          216  1.62901E+00  1.59150E+00  8.11998E-01  2.41507E+00  9.06879E-02  1.49496E-01 -3.54931E-02  1.43751E-01  2.71565E-02 -6.24020E-02  6.75087E-02 -2.93863E-02  4.55952E-02 -7.35979E-02  1.25516E-01   -2457.6294340331779
          217  1.60409E+00  1.51799E+00  8.61084E-01  2.40847E+00  9.56411E-02  1.65722E-01 -8.47183E-03  8.24917E-02  9.96260E-03 -3.09065E-02  4.00890E-02  1.02741E-02  3.46167E-02 -4.53690E-02  9.70280E-02   -2461.5746561746882
          218  1.68960E+00  1.55498E+00  8.34253E-01  2.47805E+00  7.59543E-02  1.96900E-01 -3.36967E-02  1.04843E-01  2.80570E-02 -3.86975E-02  4.97706E-02 -1.01311E-02  2.79135E-02 -5.03694E-02  1.06865E-01   -2499.1830160453192
